Time,Year,Month,Day,Hour,Timezone,Wind Onshore,Solar
2023-04-03 08:00:00+02:00,2023,4,3,8,+02:00,4646.0,405.0
2023-04-03 09:00:00+02:00,2023,4,3,9,+02:00,4468.0,2457.0
2023-04-03 10:00:00+02:00,2023,4,3,10,+02:00,4289.0,5283.0
2023-04-03 11:00:00+02:00,2023,4,3,11,+02:00,4109.0,7773.0
2023-04-03 12:00:00+02:00,2023,4,3,12,+02:00,4525.0,9576.0
2023-04-03 13:00:00+02:00,2023,4,3,13,+02:00,4942.0,10729.0
2023-04-03 14:00:00+02:00,2023,4,3,14,+02:00,5360.0,11038.0
2023-04-03 15:00:00+02:00,2023,4,3,15,+02:00,5647.0,10546.0
2023-04-03 16:00:00+02:00,2023,4,3,16,+02:00,5934.0,9330.0
2023-04-03 17:00:00+02:00,2023,4,3,17,+02:00,6221.0,7401.0
2023-04-03 18:00:00+02:00,2023,4,3,18,+02:00,6609.0,4757.0
2023-04-03 19:00:00+02:00,2023,4,3,19,+02:00,6996.0,1820.0
2023-04-03 20:00:00+02:00,2023,4,3,20,+02:00,7383.0,117.0
2023-04-03 21:00:00+02:00,2023,4,3,21,+02:00,7261.0,0.0
2023-04-03 22:00:00+02:00,2023,4,3,22,+02:00,7139.0,0.0
2023-04-03 23:00:00+02:00,2023,4,3,23,+02:00,7016.0,0.0
2023-04-04 00:00:00+02:00,2023,4,4,0,+02:00,6687.0,0.0
2023-04-04 01:00:00+02:00,2023,4,4,1,+02:00,6409.0,0.0
2023-04-04 02:00:00+02:00,2023,4,4,2,+02:00,6131.0,0.0
2023-04-04 03:00:00+02:00,2023,4,4,3,+02:00,5935.0,0.0
2023-04-04 04:00:00+02:00,2023,4,4,4,+02:00,5738.0,0.0
2023-04-04 05:00:00+02:00,2023,4,4,5,+02:00,5540.0,0.0
2023-04-04 06:00:00+02:00,2023,4,4,6,+02:00,5351.0,0.0
2023-04-04 07:00:00+02:00,2023,4,4,7,+02:00,5163.0,0.0
2023-04-04 08:00:00+02:00,2023,4,4,8,+02:00,4977.0,502.0
2023-04-04 09:00:00+02:00,2023,4,4,9,+02:00,4522.0,2904.0
2023-04-04 10:00:00+02:00,2023,4,4,10,+02:00,4066.0,6228.0
2023-04-04 11:00:00+02:00,2023,4,4,11,+02:00,3610.0,9017.0
2023-04-04 12:00:00+02:00,2023,4,4,12,+02:00,3745.0,10875.0
2023-04-04 13:00:00+02:00,2023,4,4,13,+02:00,3881.0,11837.0
2023-04-04 14:00:00+02:00,2023,4,4,14,+02:00,4016.0,12057.0
2023-04-04 15:00:00+02:00,2023,4,4,15,+02:00,3963.0,11533.0
2023-04-04 16:00:00+02:00,2023,4,4,16,+02:00,3910.0,10229.0
2023-04-04 17:00:00+02:00,2023,4,4,17,+02:00,3857.0,8037.0
2023-04-04 18:00:00+02:00,2023,4,4,18,+02:00,3803.0,5098.0
2023-04-04 19:00:00+02:00,2023,4,4,19,+02:00,3748.0,1934.0
2023-04-04 20:00:00+02:00,2023,4,4,20,+02:00,3692.0,140.0
2023-04-04 21:00:00+02:00,2023,4,4,21,+02:00,3719.0,0.0
2023-04-04 22:00:00+02:00,2023,4,4,22,+02:00,3746.0,0.0
2023-04-04 23:00:00+02:00,2023,4,4,23,+02:00,3773.0,0.0
2023-04-05 00:00:00+02:00,2023,4,5,0,+02:00,3226.0,0.0
2023-04-05 01:00:00+02:00,2023,4,5,1,+02:00,2931.0,0.0
2023-04-05 02:00:00+02:00,2023,4,5,2,+02:00,2637.0,0.0
2023-04-05 03:00:00+02:00,2023,4,5,3,+02:00,2476.0,0.0
2023-04-05 04:00:00+02:00,2023,4,5,4,+02:00,2316.0,0.0
2023-04-05 05:00:00+02:00,2023,4,5,5,+02:00,2156.0,0.0
2023-04-05 06:00:00+02:00,2023,4,5,6,+02:00,2036.0,0.0
2023-04-05 07:00:00+02:00,2023,4,5,7,+02:00,1917.0,0.0
2023-04-05 08:00:00+02:00,2023,4,5,8,+02:00,1800.0,523.0
2023-04-05 09:00:00+02:00,2023,4,5,9,+02:00,1570.0,2968.0
2023-04-05 10:00:00+02:00,2023,4,5,10,+02:00,1340.0,6417.0
2023-04-05 11:00:00+02:00,2023,4,5,11,+02:00,1113.0,9300.0
2023-04-05 12:00:00+02:00,2023,4,5,12,+02:00,1103.0,11205.0
2023-04-05 13:00:00+02:00,2023,4,5,13,+02:00,1095.0,12080.0
2023-04-05 14:00:00+02:00,2023,4,5,14,+02:00,1086.0,12214.0
2023-04-05 15:00:00+02:00,2023,4,5,15,+02:00,1083.0,11664.0
2023-04-05 16:00:00+02:00,2023,4,5,16,+02:00,1080.0,10269.0
2023-04-05 17:00:00+02:00,2023,4,5,17,+02:00,1077.0,8096.0
2023-04-05 18:00:00+02:00,2023,4,5,18,+02:00,1105.0,5072.0
2023-04-05 19:00:00+02:00,2023,4,5,19,+02:00,1133.0,1900.0
2023-04-05 20:00:00+02:00,2023,4,5,20,+02:00,1163.0,137.0
2023-04-05 21:00:00+02:00,2023,4,5,21,+02:00,1246.0,0.0
2023-04-05 22:00:00+02:00,2023,4,5,22,+02:00,1330.0,0.0
2023-04-05 23:00:00+02:00,2023,4,5,23,+02:00,1414.0,0.0
2023-04-06 00:00:00+02:00,2023,4,6,0,+02:00,1763.0,0.0
2023-04-06 01:00:00+02:00,2023,4,6,1,+02:00,1974.0,0.0
2023-04-06 02:00:00+02:00,2023,4,6,2,+02:00,2187.0,0.0
2023-04-06 03:00:00+02:00,2023,4,6,3,+02:00,2422.0,0.0
2023-04-06 04:00:00+02:00,2023,4,6,4,+02:00,2659.0,0.0
2023-04-06 05:00:00+02:00,2023,4,6,5,+02:00,2895.0,0.0
2023-04-06 06:00:00+02:00,2023,4,6,6,+02:00,3032.0,0.0
2023-04-06 07:00:00+02:00,2023,4,6,7,+02:00,3171.0,0.0
2023-04-06 08:00:00+02:00,2023,4,6,8,+02:00,3311.0,466.0
2023-04-06 09:00:00+02:00,2023,4,6,9,+02:00,3395.0,2360.0
2023-04-06 10:00:00+02:00,2023,4,6,10,+02:00,3478.0,5161.0
2023-04-06 11:00:00+02:00,2023,4,6,11,+02:00,3562.0,7510.0
2023-04-06 12:00:00+02:00,2023,4,6,12,+02:00,3992.0,9243.0
2023-04-06 13:00:00+02:00,2023,4,6,13,+02:00,4422.0,10035.0
2023-04-06 14:00:00+02:00,2023,4,6,14,+02:00,4853.0,10109.0
2023-04-06 15:00:00+02:00,2023,4,6,15,+02:00,4981.0,9528.0
2023-04-06 16:00:00+02:00,2023,4,6,16,+02:00,5110.0,8275.0
2023-04-06 17:00:00+02:00,2023,4,6,17,+02:00,5238.0,6429.0
2023-04-06 18:00:00+02:00,2023,4,6,18,+02:00,5004.0,4252.0
2023-04-06 19:00:00+02:00,2023,4,6,19,+02:00,4770.0,1710.0
2023-04-06 20:00:00+02:00,2023,4,6,20,+02:00,4537.0,155.0
2023-04-06 21:00:00+02:00,2023,4,6,21,+02:00,4480.0,0.0
2023-04-06 22:00:00+02:00,2023,4,6,22,+02:00,4422.0,0.0
2023-04-06 23:00:00+02:00,2023,4,6,23,+02:00,4365.0,0.0
2023-04-07 00:00:00+02:00,2023,4,7,0,+02:00,3489.0,0.0
2023-04-07 01:00:00+02:00,2023,4,7,1,+02:00,3096.0,0.0
2023-04-07 02:00:00+02:00,2023,4,7,2,+02:00,2704.0,0.0
2023-04-07 03:00:00+02:00,2023,4,7,3,+02:00,2453.0,0.0
2023-04-07 04:00:00+02:00,2023,4,7,4,+02:00,2203.0,0.0
2023-04-07 05:00:00+02:00,2023,4,7,5,+02:00,1953.0,0.0
2023-04-07 06:00:00+02:00,2023,4,7,6,+02:00,1772.0,0.0
2023-04-07 07:00:00+02:00,2023,4,7,7,+02:00,1592.0,0.0
2023-04-07 08:00:00+02:00,2023,4,7,8,+02:00,1413.0,514.0
2023-04-07 09:00:00+02:00,2023,4,7,9,+02:00,1196.0,2605.0
2023-04-07 10:00:00+02:00,2023,4,7,10,+02:00,979.0,5212.0
2023-04-07 11:00:00+02:00,2023,4,7,11,+02:00,764.0,7483.0
2023-04-07 12:00:00+02:00,2023,4,7,12,+02:00,854.0,9351.0
2023-04-07 13:00:00+02:00,2023,4,7,13,+02:00,945.0,10446.0
2023-04-07 14:00:00+02:00,2023,4,7,14,+02:00,1038.0,10752.0
2023-04-07 15:00:00+02:00,2023,4,7,15,+02:00,1238.0,10330.0
2023-04-07 16:00:00+02:00,2023,4,7,16,+02:00,1440.0,9211.0
2023-04-07 17:00:00+02:00,2023,4,7,17,+02:00,1642.0,7387.0
2023-04-07 18:00:00+02:00,2023,4,7,18,+02:00,1757.0,4871.0
2023-04-07 19:00:00+02:00,2023,4,7,19,+02:00,1871.0,1968.0
2023-04-07 20:00:00+02:00,2023,4,7,20,+02:00,1987.0,188.0
2023-04-07 21:00:00+02:00,2023,4,7,21,+02:00,2168.0,0.0
2023-04-07 22:00:00+02:00,2023,4,7,22,+02:00,2350.0,0.0
2023-04-07 23:00:00+02:00,2023,4,7,23,+02:00,2531.0,0.0
2023-04-08 00:00:00+02:00,2023,4,8,0,+02:00,2868.0,0.0
2023-04-08 01:00:00+02:00,2023,4,8,1,+02:00,3037.0,0.0
2023-04-08 02:00:00+02:00,2023,4,8,2,+02:00,3209.0,0.0
2023-04-08 03:00:00+02:00,2023,4,8,3,+02:00,3198.0,0.0
2023-04-08 04:00:00+02:00,2023,4,8,4,+02:00,3188.0,0.0
2023-04-08 05:00:00+02:00,2023,4,8,5,+02:00,3178.0,0.0
2023-04-08 06:00:00+02:00,2023,4,8,6,+02:00,3070.0,0.0
2023-04-08 07:00:00+02:00,2023,4,8,7,+02:00,2963.0,0.0
2023-04-08 08:00:00+02:00,2023,4,8,8,+02:00,2858.0,622.0
2023-04-08 09:00:00+02:00,2023,4,8,9,+02:00,2424.0,2972.0
2023-04-08 10:00:00+02:00,2023,4,8,10,+02:00,1989.0,6070.0
2023-04-08 11:00:00+02:00,2023,4,8,11,+02:00,1554.0,8706.0
2023-04-08 12:00:00+02:00,2023,4,8,12,+02:00,1679.0,10474.0
2023-04-08 13:00:00+02:00,2023,4,8,13,+02:00,1806.0,11605.0
2023-04-08 14:00:00+02:00,2023,4,8,14,+02:00,1934.0,11833.0
2023-04-08 15:00:00+02:00,2023,4,8,15,+02:00,1979.0,11323.0
2023-04-08 16:00:00+02:00,2023,4,8,16,+02:00,2024.0,10131.0
2023-04-08 17:00:00+02:00,2023,4,8,17,+02:00,2068.0,8007.0
2023-04-08 18:00:00+02:00,2023,4,8,18,+02:00,2180.0,5209.0
2023-04-08 19:00:00+02:00,2023,4,8,19,+02:00,2293.0,2125.0
2023-04-08 20:00:00+02:00,2023,4,8,20,+02:00,2406.0,221.0
2023-04-08 21:00:00+02:00,2023,4,8,21,+02:00,2844.0,0.0
2023-04-08 22:00:00+02:00,2023,4,8,22,+02:00,3281.0,0.0
2023-04-08 23:00:00+02:00,2023,4,8,23,+02:00,3720.0,0.0
2023-04-09 00:00:00+02:00,2023,4,9,0,+02:00,3128.0,0.0
2023-04-09 01:00:00+02:00,2023,4,9,1,+02:00,3230.0,0.0
2023-04-09 02:00:00+02:00,2023,4,9,2,+02:00,3332.0,0.0
2023-04-09 03:00:00+02:00,2023,4,9,3,+02:00,3172.0,0.0
2023-04-09 04:00:00+02:00,2023,4,9,4,+02:00,3013.0,0.0
2023-04-09 05:00:00+02:00,2023,4,9,5,+02:00,2853.0,0.0
2023-04-09 06:00:00+02:00,2023,4,9,6,+02:00,2699.0,0.0
2023-04-09 07:00:00+02:00,2023,4,9,7,+02:00,2545.0,0.0
2023-04-09 08:00:00+02:00,2023,4,9,8,+02:00,2391.0,669.0
2023-04-09 09:00:00+02:00,2023,4,9,9,+02:00,1932.0,3096.0
2023-04-09 10:00:00+02:00,2023,4,9,10,+02:00,1473.0,6301.0
2023-04-09 11:00:00+02:00,2023,4,9,11,+02:00,1014.0,8892.0
2023-04-09 12:00:00+02:00,2023,4,9,12,+02:00,953.0,10587.0
2023-04-09 13:00:00+02:00,2023,4,9,13,+02:00,893.0,11493.0
2023-04-09 14:00:00+02:00,2023,4,9,14,+02:00,833.0,11458.0
2023-04-09 15:00:00+02:00,2023,4,9,15,+02:00,851.0,11001.0
2023-04-09 16:00:00+02:00,2023,4,9,16,+02:00,869.0,9731.0
2023-04-09 17:00:00+02:00,2023,4,9,17,+02:00,888.0,7699.0
2023-04-09 18:00:00+02:00,2023,4,9,18,+02:00,947.0,4982.0
2023-04-09 19:00:00+02:00,2023,4,9,19,+02:00,1007.0,2000.0
2023-04-09 20:00:00+02:00,2023,4,9,20,+02:00,1066.0,211.0
2023-04-09 21:00:00+02:00,2023,4,9,21,+02:00,1648.0,0.0
2023-04-09 22:00:00+02:00,2023,4,9,22,+02:00,2231.0,0.0
2023-04-09 23:00:00+02:00,2023,4,9,23,+02:00,2813.0,0.0
2023-04-10 00:00:00+02:00,2023,4,10,0,+02:00,3454.0,0.0
2023-04-10 01:00:00+02:00,2023,4,10,1,+02:00,3703.0,0.0
2023-04-10 02:00:00+02:00,2023,4,10,2,+02:00,3952.0,0.0
2023-04-10 03:00:00+02:00,2023,4,10,3,+02:00,4078.0,0.0
2023-04-10 04:00:00+02:00,2023,4,10,4,+02:00,4203.0,0.0
2023-04-10 05:00:00+02:00,2023,4,10,5,+02:00,4329.0,0.0
2023-04-10 06:00:00+02:00,2023,4,10,6,+02:00,4732.0,0.0
2023-04-10 07:00:00+02:00,2023,4,10,7,+02:00,5135.0,0.0
2023-04-10 08:00:00+02:00,2023,4,10,8,+02:00,5538.0,603.0
2023-04-10 09:00:00+02:00,2023,4,10,9,+02:00,5102.0,2597.0
2023-04-10 10:00:00+02:00,2023,4,10,10,+02:00,4665.0,5115.0
2023-04-10 11:00:00+02:00,2023,4,10,11,+02:00,4229.0,7212.0
2023-04-10 12:00:00+02:00,2023,4,10,12,+02:00,5286.0,8753.0
2023-04-10 13:00:00+02:00,2023,4,10,13,+02:00,6344.0,9528.0
2023-04-10 14:00:00+02:00,2023,4,10,14,+02:00,7401.0,9552.0
2023-04-10 15:00:00+02:00,2023,4,10,15,+02:00,7812.0,8701.0
2023-04-10 16:00:00+02:00,2023,4,10,16,+02:00,8224.0,7323.0
2023-04-10 17:00:00+02:00,2023,4,10,17,+02:00,8635.0,5578.0
2023-04-10 18:00:00+02:00,2023,4,10,18,+02:00,8693.0,3422.0
2023-04-10 19:00:00+02:00,2023,4,10,19,+02:00,8750.0,1457.0
2023-04-10 20:00:00+02:00,2023,4,10,20,+02:00,8808.0,168.0
2023-04-10 21:00:00+02:00,2023,4,10,21,+02:00,9004.0,0.0
2023-04-10 22:00:00+02:00,2023,4,10,22,+02:00,9201.0,0.0
2023-04-10 23:00:00+02:00,2023,4,10,23,+02:00,9397.0,0.0
2023-04-11 00:00:00+02:00,2023,4,11,0,+02:00,8449.0,0.0
2023-04-11 01:00:00+02:00,2023,4,11,1,+02:00,8075.0,0.0
2023-04-11 02:00:00+02:00,2023,4,11,2,+02:00,7691.0,0.0
2023-04-11 03:00:00+02:00,2023,4,11,3,+02:00,7252.0,0.0
2023-04-11 04:00:00+02:00,2023,4,11,4,+02:00,6810.0,0.0
2023-04-11 05:00:00+02:00,2023,4,11,5,+02:00,6369.0,0.0
2023-04-11 06:00:00+02:00,2023,4,11,6,+02:00,5722.0,0.0
2023-04-11 07:00:00+02:00,2023,4,11,7,+02:00,5072.0,0.0
2023-04-11 08:00:00+02:00,2023,4,11,8,+02:00,4420.0,517.0
2023-04-11 09:00:00+02:00,2023,4,11,9,+02:00,4295.0,2272.0
2023-04-11 10:00:00+02:00,2023,4,11,10,+02:00,4173.0,4459.0
2023-04-11 11:00:00+02:00,2023,4,11,11,+02:00,4052.0,6170.0
2023-04-11 12:00:00+02:00,2023,4,11,12,+02:00,4207.0,7440.0
2023-04-11 13:00:00+02:00,2023,4,11,13,+02:00,4360.0,8125.0
2023-04-11 14:00:00+02:00,2023,4,11,14,+02:00,4512.0,8381.0
2023-04-11 15:00:00+02:00,2023,4,11,15,+02:00,4453.0,8108.0
2023-04-11 16:00:00+02:00,2023,4,11,16,+02:00,4394.0,6890.0
2023-04-11 17:00:00+02:00,2023,4,11,17,+02:00,4337.0,5464.0
2023-04-11 18:00:00+02:00,2023,4,11,18,+02:00,4671.0,3790.0
2023-04-11 19:00:00+02:00,2023,4,11,19,+02:00,5003.0,1672.0
2023-04-11 20:00:00+02:00,2023,4,11,20,+02:00,5334.0,227.0
2023-04-11 21:00:00+02:00,2023,4,11,21,+02:00,6384.0,0.0
2023-04-11 22:00:00+02:00,2023,4,11,22,+02:00,7436.0,0.0
2023-04-11 23:00:00+02:00,2023,4,11,23,+02:00,8486.0,0.0
2023-04-12 00:00:00+02:00,2023,4,12,0,+02:00,10016.0,0.0
2023-04-12 01:00:00+02:00,2023,4,12,1,+02:00,10491.0,0.0
2023-04-12 02:00:00+02:00,2023,4,12,2,+02:00,10971.0,0.0
2023-04-12 03:00:00+02:00,2023,4,12,3,+02:00,10424.0,0.0
2023-04-12 04:00:00+02:00,2023,4,12,4,+02:00,9880.0,0.0
2023-04-12 05:00:00+02:00,2023,4,12,5,+02:00,9335.0,0.0
2023-04-12 06:00:00+02:00,2023,4,12,6,+02:00,8867.0,0.0
2023-04-12 07:00:00+02:00,2023,4,12,7,+02:00,8401.0,0.0
2023-04-12 08:00:00+02:00,2023,4,12,8,+02:00,7938.0,535.0
2023-04-12 09:00:00+02:00,2023,4,12,9,+02:00,8489.0,2199.0
2023-04-12 10:00:00+02:00,2023,4,12,10,+02:00,9041.0,4311.0
2023-04-12 11:00:00+02:00,2023,4,12,11,+02:00,9593.0,5838.0
2023-04-12 12:00:00+02:00,2023,4,12,12,+02:00,10889.0,6721.0
2023-04-12 13:00:00+02:00,2023,4,12,13,+02:00,12185.0,6896.0
2023-04-12 14:00:00+02:00,2023,4,12,14,+02:00,13481.0,6881.0
2023-04-12 15:00:00+02:00,2023,4,12,15,+02:00,14207.0,6208.0
2023-04-12 16:00:00+02:00,2023,4,12,16,+02:00,14932.0,5900.0
2023-04-12 17:00:00+02:00,2023,4,12,17,+02:00,15656.0,4973.0
2023-04-12 18:00:00+02:00,2023,4,12,18,+02:00,15321.0,3466.0
2023-04-12 19:00:00+02:00,2023,4,12,19,+02:00,14986.0,1600.0
2023-04-12 20:00:00+02:00,2023,4,12,20,+02:00,14651.0,248.0
2023-04-12 21:00:00+02:00,2023,4,12,21,+02:00,13867.0,0.0
2023-04-12 22:00:00+02:00,2023,4,12,22,+02:00,13084.0,0.0
2023-04-12 23:00:00+02:00,2023,4,12,23,+02:00,12300.0,0.0
2023-04-13 00:00:00+02:00,2023,4,13,0,+02:00,14680.0,0.0
2023-04-13 01:00:00+02:00,2023,4,13,1,+02:00,14263.0,0.0
2023-04-13 02:00:00+02:00,2023,4,13,2,+02:00,13842.0,0.0
2023-04-13 03:00:00+02:00,2023,4,13,3,+02:00,13017.0,0.0
2023-04-13 04:00:00+02:00,2023,4,13,4,+02:00,12190.0,0.0
2023-04-13 05:00:00+02:00,2023,4,13,5,+02:00,11361.0,0.0
2023-04-13 06:00:00+02:00,2023,4,13,6,+02:00,10278.0,0.0
2023-04-13 07:00:00+02:00,2023,4,13,7,+02:00,9195.0,1.0
2023-04-13 08:00:00+02:00,2023,4,13,8,+02:00,8112.0,629.0
2023-04-13 09:00:00+02:00,2023,4,13,9,+02:00,7351.0,2465.0
2023-04-13 10:00:00+02:00,2023,4,13,10,+02:00,6589.0,4708.0
2023-04-13 11:00:00+02:00,2023,4,13,11,+02:00,5828.0,6561.0
2023-04-13 12:00:00+02:00,2023,4,13,12,+02:00,5683.0,7734.0
2023-04-13 13:00:00+02:00,2023,4,13,13,+02:00,5538.0,8220.0
2023-04-13 14:00:00+02:00,2023,4,13,14,+02:00,5392.0,8168.0
2023-04-13 15:00:00+02:00,2023,4,13,15,+02:00,5229.0,7358.0
2023-04-13 16:00:00+02:00,2023,4,13,16,+02:00,5066.0,6159.0
2023-04-13 17:00:00+02:00,2023,4,13,17,+02:00,4903.0,5217.0
2023-04-13 18:00:00+02:00,2023,4,13,18,+02:00,4578.0,3747.0
2023-04-13 19:00:00+02:00,2023,4,13,19,+02:00,4251.0,1832.0
2023-04-13 20:00:00+02:00,2023,4,13,20,+02:00,3926.0,296.0
2023-04-13 21:00:00+02:00,2023,4,13,21,+02:00,3739.0,0.0
2023-04-13 22:00:00+02:00,2023,4,13,22,+02:00,3550.0,0.0
2023-04-13 23:00:00+02:00,2023,4,13,23,+02:00,3363.0,0.0
2023-04-14 00:00:00+02:00,2023,4,14,0,+02:00,3472.0,0.0
2023-04-14 01:00:00+02:00,2023,4,14,1,+02:00,3658.0,0.0
2023-04-14 02:00:00+02:00,2023,4,14,2,+02:00,3846.0,0.0
2023-04-14 03:00:00+02:00,2023,4,14,3,+02:00,3867.0,0.0
2023-04-14 04:00:00+02:00,2023,4,14,4,+02:00,3887.0,0.0
2023-04-14 05:00:00+02:00,2023,4,14,5,+02:00,3906.0,0.0
2023-04-14 06:00:00+02:00,2023,4,14,6,+02:00,4074.0,0.0
2023-04-14 07:00:00+02:00,2023,4,14,7,+02:00,4243.0,1.0
2023-04-14 08:00:00+02:00,2023,4,14,8,+02:00,4414.0,623.0
2023-04-14 09:00:00+02:00,2023,4,14,9,+02:00,4533.0,2305.0
2023-04-14 10:00:00+02:00,2023,4,14,10,+02:00,4651.0,4288.0
2023-04-14 11:00:00+02:00,2023,4,14,11,+02:00,4769.0,5735.0
2023-04-14 12:00:00+02:00,2023,4,14,12,+02:00,5527.0,6493.0
2023-04-14 13:00:00+02:00,2023,4,14,13,+02:00,6287.0,7010.0
2023-04-14 14:00:00+02:00,2023,4,14,14,+02:00,7049.0,7226.0
2023-04-14 15:00:00+02:00,2023,4,14,15,+02:00,6977.0,6624.0
2023-04-14 16:00:00+02:00,2023,4,14,16,+02:00,6907.0,5632.0
2023-04-14 17:00:00+02:00,2023,4,14,17,+02:00,6838.0,4332.0
2023-04-14 18:00:00+02:00,2023,4,14,18,+02:00,6509.0,3100.0
2023-04-14 19:00:00+02:00,2023,4,14,19,+02:00,6181.0,1471.0
2023-04-14 20:00:00+02:00,2023,4,14,20,+02:00,5853.0,263.0
2023-04-14 21:00:00+02:00,2023,4,14,21,+02:00,5628.0,0.0
2023-04-14 22:00:00+02:00,2023,4,14,22,+02:00,5403.0,0.0
2023-04-14 23:00:00+02:00,2023,4,14,23,+02:00,5177.0,0.0
2023-04-15 00:00:00+02:00,2023,4,15,0,+02:00,6003.0,0.0
2023-04-15 01:00:00+02:00,2023,4,15,1,+02:00,5753.0,0.0
2023-04-15 02:00:00+02:00,2023,4,15,2,+02:00,5508.0,0.0
2023-04-15 03:00:00+02:00,2023,4,15,3,+02:00,5508.0,0.0
2023-04-15 04:00:00+02:00,2023,4,15,4,+02:00,5510.0,0.0
2023-04-15 05:00:00+02:00,2023,4,15,5,+02:00,5514.0,0.0
2023-04-15 06:00:00+02:00,2023,4,15,6,+02:00,5641.0,0.0
2023-04-15 07:00:00+02:00,2023,4,15,7,+02:00,5774.0,1.0
2023-04-15 08:00:00+02:00,2023,4,15,8,+02:00,5908.0,681.0
2023-04-15 09:00:00+02:00,2023,4,15,9,+02:00,6030.0,2662.0
2023-04-15 10:00:00+02:00,2023,4,15,10,+02:00,6151.0,5182.0
2023-04-15 11:00:00+02:00,2023,4,15,11,+02:00,6271.0,7410.0
2023-04-15 12:00:00+02:00,2023,4,15,12,+02:00,6527.0,8830.0
2023-04-15 13:00:00+02:00,2023,4,15,13,+02:00,6782.0,9770.0
2023-04-15 14:00:00+02:00,2023,4,15,14,+02:00,7038.0,9670.0
2023-04-15 15:00:00+02:00,2023,4,15,15,+02:00,7124.0,9267.0
2023-04-15 16:00:00+02:00,2023,4,15,16,+02:00,7211.0,8411.0
2023-04-15 17:00:00+02:00,2023,4,15,17,+02:00,7297.0,6890.0
2023-04-15 18:00:00+02:00,2023,4,15,18,+02:00,6931.0,4768.0
2023-04-15 19:00:00+02:00,2023,4,15,19,+02:00,6564.0,2212.0
2023-04-15 20:00:00+02:00,2023,4,15,20,+02:00,6198.0,387.0
2023-04-15 21:00:00+02:00,2023,4,15,21,+02:00,5911.0,0.0
2023-04-15 22:00:00+02:00,2023,4,15,22,+02:00,5623.0,0.0
2023-04-15 23:00:00+02:00,2023,4,15,23,+02:00,5337.0,0.0
2023-04-16 00:00:00+02:00,2023,4,16,0,+02:00,5162.0,0.0
2023-04-16 01:00:00+02:00,2023,4,16,1,+02:00,4892.0,0.0
2023-04-16 02:00:00+02:00,2023,4,16,2,+02:00,4627.0,0.0
2023-04-16 03:00:00+02:00,2023,4,16,3,+02:00,4405.0,0.0
2023-04-16 04:00:00+02:00,2023,4,16,4,+02:00,4185.0,0.0
2023-04-16 05:00:00+02:00,2023,4,16,5,+02:00,3964.0,0.0
2023-04-16 06:00:00+02:00,2023,4,16,6,+02:00,3699.0,0.0
2023-04-16 07:00:00+02:00,2023,4,16,7,+02:00,3436.0,2.0
2023-04-16 08:00:00+02:00,2023,4,16,8,+02:00,3173.0,864.0
2023-04-16 09:00:00+02:00,2023,4,16,9,+02:00,3054.0,3123.0
2023-04-16 10:00:00+02:00,2023,4,16,10,+02:00,2932.0,5838.0
2023-04-16 11:00:00+02:00,2023,4,16,11,+02:00,2811.0,7854.0
2023-04-16 12:00:00+02:00,2023,4,16,12,+02:00,2960.0,9458.0
2023-04-16 13:00:00+02:00,2023,4,16,13,+02:00,3113.0,10166.0
2023-04-16 14:00:00+02:00,2023,4,16,14,+02:00,3267.0,10609.0
2023-04-16 15:00:00+02:00,2023,4,16,15,+02:00,3487.0,10274.0
2023-04-16 16:00:00+02:00,2023,4,16,16,+02:00,3709.0,9337.0
2023-04-16 17:00:00+02:00,2023,4,16,17,+02:00,3932.0,7495.0
2023-04-16 18:00:00+02:00,2023,4,16,18,+02:00,3827.0,5051.0
2023-04-16 19:00:00+02:00,2023,4,16,19,+02:00,3723.0,2256.0
2023-04-16 20:00:00+02:00,2023,4,16,20,+02:00,3617.0,398.0
2023-04-16 21:00:00+02:00,2023,4,16,21,+02:00,3617.0,0.0
2023-04-16 22:00:00+02:00,2023,4,16,22,+02:00,3617.0,0.0
2023-04-16 23:00:00+02:00,2023,4,16,23,+02:00,3616.0,0.0
2023-04-17 00:00:00+02:00,2023,4,17,0,+02:00,3871.0,0.0
2023-04-17 01:00:00+02:00,2023,4,17,1,+02:00,3807.0,0.0
2023-04-17 02:00:00+02:00,2023,4,17,2,+02:00,3745.0,0.0
2023-04-17 03:00:00+02:00,2023,4,17,3,+02:00,3586.0,0.0
2023-04-17 04:00:00+02:00,2023,4,17,4,+02:00,3428.0,0.0
2023-04-17 05:00:00+02:00,2023,4,17,5,+02:00,3269.0,0.0
2023-04-17 06:00:00+02:00,2023,4,17,6,+02:00,3155.0,0.0
2023-04-17 07:00:00+02:00,2023,4,17,7,+02:00,3040.0,3.0
2023-04-17 08:00:00+02:00,2023,4,17,8,+02:00,2927.0,891.0
2023-04-17 09:00:00+02:00,2023,4,17,9,+02:00,2809.0,3240.0
2023-04-17 10:00:00+02:00,2023,4,17,10,+02:00,2691.0,6077.0
2023-04-17 11:00:00+02:00,2023,4,17,11,+02:00,2572.0,8324.0
2023-04-17 12:00:00+02:00,2023,4,17,12,+02:00,3035.0,9846.0
2023-04-17 13:00:00+02:00,2023,4,17,13,+02:00,3499.0,10734.0
2023-04-17 14:00:00+02:00,2023,4,17,14,+02:00,3965.0,10728.0
2023-04-17 15:00:00+02:00,2023,4,17,15,+02:00,4763.0,10062.0
2023-04-17 16:00:00+02:00,2023,4,17,16,+02:00,5560.0,8758.0
